C,T,N,Kmax,Jmin,Tempo,HMenorJ,Seed,O
80,0.05,100000.0,200,16.343789513210133,9669.2532272,false,0,false
80,0.2,100000.0,200,8.597504341132222,9865.3435025,false,0,false
80,0.1,100000.0,200,14.93246900608529,9875.834231,false,0,false
80,0.1,100000.0,500,14.894521770537295,0,false,0,false
80,0.3,1.0e6,100,8.52084265496722,0,false,0,false
80,0.3,100000.0,400,10.29432689567474,0,false,0,false
80,0.3,100000.0,400,12.765556861342892,0,false,0,false
80,0.1,100000.0,100,7.724788095334695,1038.6052994,true,9,true
80,0.4,100000.0,100,13.44209381263723,2285.6450441,true,0,false
80,0.2,100000.0,100,8.669177223468074,2337.0844611,true,0,false
100,0.1,100000.0,50,15.6290748791926,982.8626722,true,0,false
100,0.1,100000.0,50,14.629108715493768,989.6800766,true,0,false
100,0.2,100000.0,50,12.814629484561632,1025.9423075,true,0,false
100,0.3,100000.0,50,7.882186534959728,1043.5746512,true,0,false
80,0.2,100000.0,200,8.669177223468074,8154.1804806,false,0,false
80,0.3,100000.0,200,8.095348563872959,10379.0115621,false,0,false
100,0.3,100000.0,200,7.882186534959728,7307.3317008,true,0,false
100,0.3,100000.0,200,10.00484964562675,13704.2332446,true,0,false
100,0.3,100000.0,20,11.050857081970783,242.6678463,true,0,false
100,0.3,100000,50,7.725941700646297,0.5588711,true,7,true
80,0.3,100000,50,7.724788095334694,0.2540203,false,1,true
200,0.3,100000,50,16.03678854713111,1.211702,false,5,false
100,0.3,100000,50,7.725941700646298,0.6205823,false,3,true
150,0.3,100000,50,9.173344261487927,0.9876226,false,3,false
150,0.3,100000,100,8.52257263282838,2.0812612,false,7,false
150,0.3,100000,150,8.153386736963865,2.9438332,false,3,false
120,0.3,100000,150,7.726568426582848,2.1508952,false,2,true
120,0.3,100000,150,7.7265684265828485,1.455354,true,2,true
150,0.3,100000,300,7.738216097569008,5.2985787,false,7,false
150,0.3,100000,300,7.738216097569008,5.3402775,false,7,false
150,0.3,100000,500,7.650882813515684,7.3526912,false,3,true
150,0.3,100000,200,8.022099896622123,4.0133424,false,3,false
150,0.3,100000,300,7.738216097569008,5.190426,false,7,false
150,0.3,100000,200,7.716400165525522,3.6220978,true,7,false
150,0.3,100000,300,7.716400165525522,5.2879562,true,7,false
150,0.3,100000,500,7.650882813515685,7.0818579,true,7,true
200,0.3,100000,500,8.108632068960883,12.672,false,7,false
200,0.2,100000,500,7.7274801236324375,10.5906731,false,5,true
200,0.4,100000,500,10000.0,0,false,0,false
200,0.5,100000,500,10000.0,0,false,0,false
200,0.1,100000,500,19.38319901054097,13.4320514,false,2,false
200,0.1,100000,500,15.577533107669026,13.0264727,true,7,false
200,0.2,100000,500,14.697177105279144,13.5693007,true,7,false
200,0.3,100000,500,16.470137330377025,12.7604877,true,5,false
200,0.4,100000,500,14.909683996959654,13.9081938,true,9,false
200,1,100000,500,10000.0,0,true,0,false
200,0.8,100000,500,17.533578793792522,12.5218471,true,1,false
200,0.6,100000,500,16.698844014444102,13.1766188,true,1,false
200,0.4,100000,700,14.721529329044905,18.1208327,true,9,false
200,0.2,100000,700,14.685174830654232,18.2712337,true,7,false
200,0.2,100000,700,14.685174830654232,17.9751775,true,7,false
200,0.3,100000,700,16.39352292969228,18.5039392,true,5,false
200,0.1,100000,700,15.577533107669026,19.0408682,true,7,false
250,0.4,100000,500,12.183231070248484,17.2308517,false,6,false
250,0.3,100000,500,10.08699122635112,16.5946873,false,4,false
250,0.2,100000,500,7.990996963026985,16.9578229,false,7,false
250,0.2,100000,700,7.907869200046521,22.8561784,false,7,false
250,0.3,100000,700,9.337257240287924,24.2621964,false,4,false
250,0.4,100000,700,11.58627638422287,24.2103893,false,1,false
250,0.2,100000,900,7.907869200046521,27.9245854,false,7,false
250,0.3,100000,900,9.102207077409194,27.9174511,false,6,false
250,0.2,1000000,900,10000.0,0,false,0,false
250,0.2,100000,1500,7.740571931940977,45.5846326,false,7,false
250,0.2,100000,2000,7.681905344594498,58.7047708,false,7,true
200,0.2,100000,500,14.697177105279144,12.2867957,true,7,false
200,0.2,100000,500,14.697177105279144,12.6826348,true,7,false
200,0.2,100000,500,7.7274801236324375,9.7923021,false,5,true
